opportunity_id,account_id,rep_id,lead_source,stage,amount,created_date,close_date,fiscal_quarter,is_won,is_closed
O02618,A0525,R009,Outbound,Closed Lost,9100.0,2024-08-27,2024-09-23,2024-Q3,false,true
O02619,A0258,R017,Inbound,Closed Lost,273600.0,2024-08-26,2024-11-26,2024-Q4,false,true
O02620,A0358,R009,Inbound,Closed Lost,16100.0,2025-06-08,2025-08-01,2025-Q3,false,true
O02621,A0131,R013,Inbound,Closed Won,34400.0,2024-05-16,2024-08-13,2024-Q3,true,true
O02622,A0269,R003,Partner,Prospecting,71500.0,2025-11-01,,2025-Q4,,false
O02623,A0462,R014,Inbound,Closed Lost,34600.0,2024-05-17,2024-07-01,2024-Q3,false,true
O02624,A0507,R022,Outbound,Closed Won,11500.0,2024-10-05,2024-10-25,2024-Q4,true,true
O02625,A0246,R017,Referral,Closed Lost,308700.0,2024-03-01,2024-09-30,2024-Q3,false,true
O02626,A0148,R008,Partner,Closed Won,17300.0,2024-10-10,2024-11-27,2024-Q4,true,true
O02627,A0572,R018,Outbound,Closed Lost,17700.0,2024-06-03,2024-07-11,2024-Q3,false,true
O02628,A0210,R004,Inbound,Closed Lost,22800.0,2024-06-30,2024-09-30,2024-Q3,false,true
O02629,A0148,R008,Partner,Closed Lost,7000.0,2024-10-23,2024-11-06,2024-Q4,false,true
O02630,A0220,R008,Inbound,Closed Lost,4600.0,2025-03-05,2025-03-25,2025-Q1,false,true
O02631,A0198,R020,Inbound,Closed Lost,218100.0,2025-01-26,2025-09-07,2025-Q3,false,true
O02632,A0487,R002,Inbound,Closed Lost,9000.0,2024-06-01,2024-07-19,2024-Q3,false,true
O02633,A0156,R002,Outbound,Closed Lost,8000.0,2024-02-02,2024-03-25,2024-Q1,false,true
O02634,A0425,R008,Outbound,Closed Lost,8400.0,2024-03-12,2024-05-01,2024-Q2,false,true
O02635,A0032,R002,Inbound,Closed Won,10100.0,2024-12-13,2025-01-25,2025-Q1,true,true
O02636,A0507,R009,Inbound,Closed Lost,17300.0,2024-05-19,2024-06-23,2024-Q2,false,true
O02637,A0473,R009,Inbound,Closed Lost,4300.0,2025-09-22,2025-11-04,2025-Q4,false,true
O02638,A0463,R004,Outbound,Closed Lost,24800.0,2024-06-13,2024-08-08,2024-Q3,false,true
O02639,A0043,R021,Inbound,Closed Lost,12800.0,2025-04-28,2025-05-16,2025-Q2,false,true
O02640,A0026,R011,Event,Closed Lost,14600.0,2024-11-19,2025-01-17,2025-Q1,false,true
O02641,A0508,R003,Inbound,Closed Lost,51900.0,2025-08-06,2025-10-11,2025-Q4,false,true
O02642,A0007,R018,Referral,Closed Won,6700.0,2024-09-19,2024-10-22,2024-Q4,true,true
O02643,A0231,R020,Partner,Closed Won,138800.0,2024-10-27,2025-02-27,2025-Q1,true,true
O02644,A0016,R008,Partner,Closed Lost,6200.0,2024-12-16,2025-01-10,2025-Q1,false,true
O02645,A0146,R023,Outbound,Closed Lost,34800.0,2024-01-18,2024-05-16,2024-Q2,false,true
O02646,A0486,R008,Outbound,Closed Lost,3300.0,2025-01-19,2025-03-13,2025-Q1,false,true
O02647,A0362,R010,Inbound,Closed Lost,75200.0,2024-04-06,2024-06-18,2024-Q2,false,true
O02648,A0477,R019,Inbound,Closed Lost,19500.0,2024-11-03,2025-02-27,2025-Q1,false,true
O02649,A0354,R010,Inbound,Closed Lost,39700.0,2025-08-21,2025-12-13,2025-Q4,false,true
O02650,A0109,R022,Outbound,Closed Lost,7800.0,2025-11-14,2025-12-05,2025-Q4,false,true
O02651,A0094,R017,Partner,Closed Lost,361900.0,2025-03-16,2025-10-30,2025-Q4,false,true
O02652,A0549,R015,Referral,Closed Lost,11300.0,2024-09-18,2024-11-01,2024-Q4,false,true
O02653,A0527,R023,Inbound,Closed Lost,31300.0,2025-03-07,2025-05-07,2025-Q2,false,true
O02654,A0010,R021,Outbound,Closed Won,7700.0,2025-06-22,2025-07-23,2025-Q3,true,true
O02655,A0237,R018,Inbound,Prospecting,17600.0,2025-11-04,,2025-Q4,,false
O02656,A0581,R008,Outbound,Closed Won,7500.0,2024-03-28,2024-05-08,2024-Q2,true,true
O02657,A0542,R009,Event,Closed Lost,17400.0,2025-02-06,2025-03-30,2025-Q1,false,true
O02658,A0334,R009,Outbound,Closed Lost,7000.0,2024-10-12,2024-11-29,2024-Q4,false,true
O02659,A0041,R021,Outbound,Closed Lost,6400.0,2024-06-10,2024-07-01,2024-Q3,false,true
O02660,A0281,R015,Inbound,Closed Won,13700.0,2024-07-10,2024-08-02,2024-Q3,true,true
O02661,A0171,R006,Inbound,Closed Lost,71700.0,2025-05-18,2025-07-20,2025-Q3,false,true
O02662,A0214,R017,Outbound,Closed Lost,86600.0,2024-01-03,2024-04-17,2024-Q2,false,true
O02663,A0299,R015,Inbound,Closed Lost,11900.0,2025-04-09,2025-05-08,2025-Q2,false,true
O02664,A0534,R019,Event,Closed Won,25500.0,2025-08-04,2025-09-29,2025-Q3,true,true
O02665,A0024,R022,Inbound,Closed Lost,11500.0,2024-04-04,2024-05-12,2024-Q2,false,true
O02666,A0241,R004,Outbound,Closed Lost,75900.0,2025-05-21,2025-07-30,2025-Q3,false,true
O02667,A0545,R022,Outbound,Closed Lost,12300.0,2025-04-15,2025-06-13,2025-Q2,false,true
O02668,A0345,R020,Outbound,Closed Lost,381700.0,2025-07-10,2025-10-29,2025-Q4,false,true
O02669,A0492,R011,Outbound,Closed Won,3600.0,2025-02-01,2025-03-02,2025-Q1,true,true
O02670,A0528,R020,Referral,Proposal,159700.0,2025-12-01,,2025-Q4,,false
O02671,A0085,R005,Outbound,Closed Lost,7800.0,2025-06-19,2025-07-08,2025-Q3,false,true
O02672,A0379,R011,Event,Closed Lost,5100.0,2024-12-03,2025-01-18,2025-Q1,false,true
O02673,A0154,R002,Inbound,Closed Lost,6900.0,2024-07-12,2024-09-04,2024-Q3,false,true
O02674,A0372,R017,Outbound,Closed Lost,168900.0,2024-11-27,2025-04-27,2025-Q2,false,true
O02675,A0385,R020,Outbound,Closed Lost,365000.0,2024-10-17,2025-06-12,2025-Q2,false,true
O02676,A0453,R008,Event,Closed Won,3900.0,2024-02-24,2024-03-15,2024-Q1,true,true
O02677,A0017,R017,Inbound,Closed Won,300400.0,2025-07-06,2025-10-27,2025-Q4,true,true
O02678,A0228,R021,Inbound,Closed Won,16800.0,2025-04-02,2025-05-24,2025-Q2,true,true
O02679,A0401,R008,Outbound,Closed Lost,8200.0,2024-02-04,2024-03-22,2024-Q1,false,true
O02680,A0333,R008,Referral,Closed Lost,14800.0,2025-04-23,2025-05-21,2025-Q2,false,true
O02681,A0422,R011,Inbound,Closed Lost,8200.0,2024-06-12,2024-07-10,2024-Q3,false,true
O02682,A0090,R004,Inbound,Closed Lost,79500.0,2025-09-26,2025-11-22,2025-Q4,false,true
O02683,A0340,R005,Partner,Closed Lost,13300.0,2025-07-16,2025-08-06,2025-Q3,false,true
O02684,A0336,R012,Outbound,Closed Lost,7300.0,2025-08-01,2025-08-16,2025-Q3,false,true
O02685,A0033,R002,Outbound,Closed Won,5600.0,2025-04-20,2025-06-11,2025-Q2,true,true
O02686,A0025,R002,Outbound,Closed Lost,11400.0,2024-03-28,2024-04-19,2024-Q2,false,true
O02687,A0031,R003,Partner,Closed Won,79000.0,2024-06-28,2024-09-06,2024-Q3,true,true
O02688,A0438,R017,Inbound,Closed Lost,120000.0,2024-12-25,2025-04-16,2025-Q2,false,true
O02689,A0546,R012,Inbound,Closed Lost,14000.0,2024-01-12,2024-02-26,2024-Q1,false,true
O02690,A0265,R007,Inbound,Closed Lost,78200.0,2025-01-25,2025-03-16,2025-Q1,false,true
O02691,A0148,R018,Event,Closed Won,15800.0,2025-03-05,2025-04-02,2025-Q2,true,true
O02692,A0026,R005,Outbound,Closed Won,8000.0,2025-09-28,2025-10-17,2025-Q4,true,true
O02693,A0210,R007,Referral,Closed Lost,34100.0,2025-05-18,2025-07-21,2025-Q3,false,true
O02694,A0086,R018,Partner,Closed Lost,5500.0,2025-02-23,2025-04-12,2025-Q2,false,true
O02695,A0130,R018,Outbound,Closed Lost,8900.0,2025-11-15,2025-12-10,2025-Q4,false,true
O02696,A0429,R015,Event,Closed Lost,14700.0,2024-12-25,2025-02-21,2025-Q1,false,true
O02697,A0283,R005,Outbound,Closed Lost,16300.0,2025-09-28,2025-11-09,2025-Q4,false,true
O02698,A0523,R007,Outbound,Closed Lost,47300.0,2025-09-30,2025-12-21,2025-Q4,false,true
O02699,A0213,R012,Event,Closed Lost,9200.0,2024-01-16,2024-02-01,2024-Q1,false,true
O02700,A0311,R020,Inbound,Closed Lost,120200.0,2024-11-04,2025-03-11,2025-Q1,false,true
O02701,A0215,R007,Partner,Closed Lost,63000.0,2024-02-24,2024-05-18,2024-Q2,false,true
O02702,A0561,R017,Outbound,Closed Lost,107800.0,2024-04-23,2024-08-29,2024-Q3,false,true
O02703,A0259,R022,Inbound,Closed Lost,8400.0,2024-12-30,2025-01-23,2025-Q1,false,true
O02704,A0410,R024,Inbound,Closed Won,12600.0,2024-10-10,2024-11-11,2024-Q4,true,true
O02705,A0505,R009,Inbound,Closed Won,4200.0,2025-07-13,2025-08-31,2025-Q3,true,true
O02706,A0440,R006,Inbound,Closed Lost,38900.0,2024-11-10,2025-01-22,2025-Q1,false,true
O02707,A0515,R017,Outbound,Closed Lost,245400.0,2024-03-07,2024-10-18,2024-Q4,false,true
O02708,A0024,R015,Event,Closed Won,16000.0,2025-02-18,2025-03-20,2025-Q1,true,true
O02709,A0104,R002,Inbound,Closed Lost,5400.0,2024-07-05,2024-07-24,2024-Q3,false,true
O02710,A0286,R017,Outbound,Closed Won,356200.0,2024-07-09,2024-12-09,2024-Q4,true,true
O02711,A0319,R022,Outbound,Closed Lost,3100.0,2025-06-24,2025-08-04,2025-Q3,false,true
O02712,A0103,R020,Partner,Closed Won,144800.0,2024-02-24,2024-06-07,2024-Q2,true,true
O02713,A0108,R022,Referral,Closed Lost,15400.0,2025-04-02,2025-05-21,2025-Q2,false,true
O02714,A0051,R003,Inbound,Closed Won,20000.0,2024-04-01,2024-06-20,2024-Q2,true,true
O02715,A0487,R005,Inbound,Closed Lost,14300.0,2024-09-03,2024-09-23,2024-Q3,false,true
O02716,A0478,R024,Event,Closed Lost,3700.0,2025-07-22,2025-08-31,2025-Q3,false,true
O02717,A0398,R008,Referral,Closed Lost,13700.0,2024-12-29,2025-02-24,2025-Q1,false,true
O02718,A0520,R011,Partner,Closed Lost,12700.0,2024-04-10,2024-05-31,2024-Q2,false,true
O02719,A0537,R010,Referral,Closed Won,57000.0,2025-01-08,2025-02-23,2025-Q1,true,true
O02720,A0349,R009,Outbound,Closed Won,5500.0,2024-12-11,2025-01-27,2025-Q1,true,true
O02721,A0171,R016,Inbound,Closed Won,50400.0,2025-06-25,2025-10-04,2025-Q4,true,true
O02722,A0480,R017,Outbound,Closed Lost,115800.0,2024-08-20,2025-03-17,2025-Q1,false,true
O02723,A0566,R021,Inbound,Closed Lost,10000.0,2024-04-23,2024-06-15,2024-Q2,false,true
O02724,A0208,R024,Outbound,Closed Lost,12500.0,2025-09-02,2025-10-23,2025-Q4,false,true
O02725,A0124,R016,Outbound,Closed Won,39000.0,2024-07-21,2024-11-05,2024-Q4,true,true
O02726,A0430,R016,Inbound,Closed Lost,29300.0,2024-04-18,2024-06-02,2024-Q2,false,true
O02727,A0563,R012,Inbound,Closed Lost,16000.0,2024-12-26,2025-02-07,2025-Q1,false,true
O02728,A0264,R024,Event,Closed Won,15000.0,2024-10-27,2024-11-22,2024-Q4,true,true
O02729,A0191,R008,Outbound,Closed Lost,11800.0,2024-05-04,2024-06-12,2024-Q2,false,true
O02730,A0392,R021,Inbound,Closed Lost,6900.0,2024-12-26,2025-02-07,2025-Q1,false,true
O02731,A0454,R024,Referral,Qualification,4000.0,2025-11-30,,2025-Q4,,false
O02732,A0374,R008,Outbound,Closed Won,3800.0,2024-04-01,2024-05-05,2024-Q2,true,true
O02733,A0306,R017,Inbound,Closed Lost,81400.0,2025-02-01,2025-05-20,2025-Q2,false,true
O02734,A0373,R002,Inbound,Closed Lost,14500.0,2025-10-26,2025-12-12,2025-Q4,false,true
O02735,A0217,R005,Inbound,Closed Lost,16000.0,2025-09-26,2025-11-13,2025-Q4,false,true
O02736,A0300,R021,Inbound,Closed Won,3400.0,2024-03-08,2024-04-05,2024-Q2,true,true
O02737,A0436,R022,Inbound,Closed Won,7700.0,2024-03-17,2024-03-31,2024-Q1,true,true
O02738,A0378,R005,Partner,Closed Lost,13800.0,2025-01-21,2025-03-06,2025-Q1,false,true
O02739,A0398,R011,Event,Closed Won,14900.0,2025-02-17,2025-04-17,2025-Q2,true,true
O02740,A0338,R006,Inbound,Closed Won,23600.0,2024-11-13,2025-03-08,2025-Q1,true,true
O02741,A0122,R011,Outbound,Closed Lost,6900.0,2025-05-25,2025-07-04,2025-Q3,false,true
O02742,A0600,R015,Inbound,Closed Lost,10100.0,2024-05-05,2024-06-08,2024-Q2,false,true
O02743,A0114,R008,Inbound,Closed Lost,16600.0,2025-07-13,2025-07-31,2025-Q3,false,true
O02744,A0101,R008,Outbound,Closed Lost,8600.0,2024-08-27,2024-10-17,2024-Q4,false,true
O02745,A0350,R010,Inbound,Closed Lost,41300.0,2024-09-22,2024-11-25,2024-Q4,false,true
O02746,A0473,R008,Event,Closed Won,8800.0,2024-08-20,2024-10-19,2024-Q4,true,true
O02747,A0446,R012,Inbound,Closed Lost,14600.0,2024-10-13,2024-11-23,2024-Q4,false,true
O02748,A0067,R018,Outbound,Closed Won,9900.0,2024-04-14,2024-04-29,2024-Q2,true,true
O02749,A0126,R020,Referral,Closed Lost,321500.0,2025-01-28,2025-07-04,2025-Q3,false,true
O02750,A0236,R018,Outbound,Negotiation,3900.0,2025-11-11,,2025-Q4,,false
O02751,A0191,R018,Inbound,Closed Lost,15600.0,2024-10-30,2024-11-17,2024-Q4,false,true
O02752,A0471,R023,Inbound,Closed Lost,21100.0,2024-07-04,2024-10-06,2024-Q4,false,true
O02753,A0404,R020,Inbound,Closed Lost,139500.0,2024-05-31,2024-12-22,2024-Q4,false,true
O02754,A0047,R018,Partner,Closed Won,6800.0,2025-03-02,2025-04-12,2025-Q2,true,true
O02755,A0387,R023,Event,Closed Won,47700.0,2024-07-30,2024-10-01,2024-Q4,true,true
O02756,A0212,R010,Outbound,Closed Lost,77900.0,2024-08-01,2024-11-24,2024-Q4,false,true
O02757,A0142,R010,Partner,Closed Lost,31500.0,2025-09-10,2025-11-10,2025-Q4,false,true
O02758,A0487,R022,Event,Closed Lost,16400.0,2024-02-23,2024-04-03,2024-Q2,false,true
O02759,A0530,R020,Event,Closed Lost,136400.0,2025-08-28,2026-01-24,2026-Q1,false,true
O02760,A0266,R002,Outbound,Closed Lost,13300.0,2024-12-21,2025-01-05,2025-Q1,false,true
O02761,A0149,R014,Referral,Closed Won,43900.0,2024-07-23,2024-11-18,2024-Q4,true,true
O02762,A0461,R013,Partner,Closed Lost,37500.0,2024-09-20,2024-11-05,2024-Q4,false,true
O02763,A0422,R018,Outbound,Closed Lost,10500.0,2024-02-29,2024-04-13,2024-Q2,false,true
O02764,A0348,R012,Partner,Closed Won,9500.0,2024-09-17,2024-10-11,2024-Q4,true,true
O02765,A0029,R009,Inbound,Closed Won,5200.0,2025-06-23,2025-07-23,2025-Q3,true,true
O02766,A0413,R004,Inbound,Closed Lost,29200.0,2025-04-11,2025-06-21,2025-Q2,false,true
O02767,A0151,R014,Event,Closed Lost,65200.0,2024-04-15,2024-06-12,2024-Q2,false,true
O02768,A0502,R015,Inbound,Closed Won,17500.0,2025-09-13,2025-10-04,2025-Q4,true,true
O02769,A0302,R008,Event,Closed Won,8600.0,2025-09-23,2025-11-10,2025-Q4,true,true
O02770,A0414,R022,Inbound,Closed Won,3500.0,2025-07-20,2025-08-17,2025-Q3,true,true
O02771,A0436,R022,Inbound,Closed Lost,11800.0,2024-01-09,2024-02-05,2024-Q1,false,true
O02772,A0185,R015,Event,Closed Lost,3200.0,2025-08-05,2025-09-23,2025-Q3,false,true
O02773,A0189,R024,Outbound,Closed Won,10400.0,2025-02-11,2025-03-14,2025-Q1,true,true
O02774,A0026,R005,Referral,Closed Lost,16300.0,2025-04-06,2025-05-19,2025-Q2,false,true
O02775,A0083,R015,Outbound,Closed Won,16300.0,2024-07-17,2024-08-28,2024-Q3,true,true
O02776,A0012,R002,Event,Closed Won,6000.0,2024-10-25,2024-12-15,2024-Q4,true,true
O02777,A0188,R011,Event,Closed Lost,11700.0,2024-10-13,2024-11-20,2024-Q4,false,true
O02778,A0452,R008,Inbound,Closed Lost,14700.0,2025-07-30,2025-08-30,2025-Q3,false,true
O02779,A0569,R002,Outbound,Closed Won,17400.0,2025-07-06,2025-08-03,2025-Q3,true,true
O02780,A0333,R011,Outbound,Closed Lost,16200.0,2024-03-03,2024-03-27,2024-Q1,false,true
O02781,A0564,R010,Outbound,Closed Won,63800.0,2024-04-21,2024-07-03,2024-Q3,true,true
O02782,A0162,R020,Outbound,Closed Won,355600.0,2024-07-03,2025-02-16,2025-Q1,true,true
O02783,A0397,R009,Outbound,Closed Lost,3700.0,2024-12-22,2025-02-15,2025-Q1,false,true
O02784,A0440,R001,Partner,Closed Lost,62500.0,2024-05-08,2024-08-16,2024-Q3,false,true
O02785,A0176,R020,Inbound,Closed Lost,286200.0,2024-06-19,2025-02-05,2025-Q1,false,true
O02786,A0501,R007,Outbound,Negotiation,41200.0,2025-09-30,,2025-Q3,,false
O02787,A0003,R015,Inbound,Closed Lost,14300.0,2025-05-22,2025-06-28,2025-Q2,false,true
O02788,A0046,R021,Referral,Closed Won,13700.0,2024-01-11,2024-03-07,2024-Q1,true,true
O02789,A0176,R017,Event,Closed Lost,326900.0,2024-06-18,2024-11-02,2024-Q4,false,true
O02790,A0307,R009,Referral,Closed Lost,7200.0,2025-09-26,2025-10-12,2025-Q4,false,true
O02791,A0599,R009,Inbound,Closed Won,8200.0,2024-06-26,2024-07-20,2024-Q3,true,true
O02792,A0007,R008,Outbound,Closed Won,4000.0,2024-09-07,2024-10-13,2024-Q4,true,true
O02793,A0340,R012,Referral,Closed Lost,12300.0,2024-03-01,2024-03-22,2024-Q1,false,true
O02794,A0291,R012,Outbound,Closed Lost,6400.0,2025-11-30,2025-12-16,2025-Q4,false,true
O02795,A0574,R011,Inbound,Closed Lost,5900.0,2024-08-01,2024-09-23,2024-Q3,false,true
O02796,A0167,R020,Inbound,Closed Lost,374100.0,2024-09-09,2025-03-18,2025-Q1,false,true
O02797,A0551,R001,Partner,Closed Lost,64300.0,2024-12-21,2025-04-17,2025-Q2,false,true
O02798,A0126,R017,Inbound,Closed Lost,108900.0,2024-10-02,2025-03-10,2025-Q1,false,true
O02799,A0342,R019,Outbound,Closed Lost,74300.0,2025-02-06,2025-05-02,2025-Q2,false,true
O02800,A0058,R005,Inbound,Closed Lost,17500.0,2024-05-26,2024-06-24,2024-Q2,false,true
O02801,A0471,R007,Inbound,Closed Won,35200.0,2025-08-25,2025-11-25,2025-Q4,true,true
O02802,A0187,R022,Outbound,Closed Won,4400.0,2024-10-01,2024-11-25,2024-Q4,true,true
O02803,A0101,R022,Inbound,Closed Won,8900.0,2024-05-15,2024-06-09,2024-Q2,true,true
O02804,A0494,R010,Referral,Closed Lost,25900.0,2024-08-25,2024-11-29,2024-Q4,false,true
O02805,A0485,R012,Outbound,Closed Lost,15800.0,2024-06-03,2024-07-29,2024-Q3,false,true
O02806,A0393,R017,Outbound,Closed Lost,364900.0,2024-05-25,2024-08-29,2024-Q3,false,true
O02807,A0235,R002,Event,Closed Lost,11900.0,2024-01-05,2024-02-24,2024-Q1,false,true
O02808,A0276,R010,Inbound,Closed Won,21800.0,2024-05-20,2024-08-07,2024-Q3,true,true
O02809,A0363,R009,Inbound,Closed Won,3100.0,2024-12-05,2025-01-10,2025-Q1,true,true
O02810,A0143,R003,Inbound,Closed Lost,36600.0,2025-08-18,2025-10-15,2025-Q4,false,true
O02811,A0453,R018,Outbound,Closed Won,12600.0,2025-08-28,2025-10-10,2025-Q4,true,true
O02812,A0130,R012,Outbound,Closed Won,5300.0,2024-09-14,2024-10-06,2024-Q4,true,true
O02813,A0261,R024,Referral,Prospecting,13500.0,2025-11-22,,2025-Q4,,false
O02814,A0008,R007,Partner,Closed Lost,48500.0,2025-07-09,2025-10-23,2025-Q4,false,true
O02815,A0589,R009,Referral,Closed Lost,14400.0,2024-08-01,2024-08-30,2024-Q3,false,true
O02816,A0441,R012,Inbound,Closed Lost,16100.0,2024-04-07,2024-05-13,2024-Q2,false,true
O02817,A0479,R021,Event,Closed Won,17400.0,2025-11-12,2025-12-14,2025-Q4,true,true
O02818,A0342,R023,Event,Closed Lost,63600.0,2025-05-30,2025-08-28,2025-Q3,false,true
O02819,A0555,R008,Inbound,Closed Lost,9600.0,2024-11-24,2025-01-21,2025-Q1,false,true
O02820,A0177,R002,Outbound,Closed Won,9000.0,2025-06-04,2025-07-05,2025-Q3,true,true
O02821,A0173,R020,Inbound,Closed Lost,355900.0,2024-11-08,2025-04-02,2025-Q2,false,true
O02822,A0383,R017,Partner,Qualification,134000.0,2025-08-22,,2025-Q3,,false
O02823,A0547,R004,Inbound,Closed Lost,28400.0,2024-12-27,2025-04-02,2025-Q2,false,true
O02824,A0177,R021,Inbound,Closed Won,11800.0,2025-02-25,2025-03-23,2025-Q1,true,true
O02825,A0014,R005,Inbound,Closed Won,6700.0,2024-06-22,2024-07-16,2024-Q3,true,true
O02826,A0588,R004,Partner,Closed Lost,66900.0,2025-08-31,2025-10-16,2025-Q4,false,true
O02827,A0404,R017,Inbound,Closed Lost,123000.0,2025-03-30,2025-07-08,2025-Q3,false,true
O02828,A0351,R001,Outbound,Closed Won,44700.0,2025-08-17,2025-11-16,2025-Q4,true,true
O02829,A0292,R024,Inbound,Closed Lost,13800.0,2024-02-10,2024-02-25,2024-Q1,false,true
O02830,A0087,R022,Outbound,Closed Won,8600.0,2024-08-12,2024-09-10,2024-Q3,true,true
O02831,A0138,R004,Inbound,Closed Lost,23800.0,2024-11-01,2025-02-13,2025-Q1,false,true
O02832,A0006,R001,Outbound,Closed Won,75800.0,2025-03-05,2025-04-21,2025-Q2,true,true
O02833,A0039,R012,Partner,Closed Lost,9000.0,2025-02-13,2025-03-16,2025-Q1,false,true
O02834,A0057,R014,Outbound,Closed Won,42200.0,2025-03-22,2025-05-22,2025-Q2,true,true
O02835,A0363,R002,Inbound,Closed Lost,7900.0,2024-01-16,2024-03-06,2024-Q1,false,true
O02836,A0434,R003,Partner,Closed Lost,58900.0,2025-03-31,2025-07-08,2025-Q3,false,true
O02837,A0211,R006,Outbound,Closed Lost,18800.0,2025-02-24,2025-04-24,2025-Q2,false,true
O02838,A0290,R003,Inbound,Closed Won,26500.0,2025-03-21,2025-06-12,2025-Q2,true,true
O02839,A0358,R011,Inbound,Closed Won,16700.0,2024-10-21,2024-11-11,2024-Q4,true,true
O02840,A0482,R023,Event,Closed Lost,40400.0,2025-02-01,2025-05-23,2025-Q2,false,true
O02841,A0033,R015,Referral,Closed Won,12100.0,2024-08-01,2024-08-31,2024-Q3,true,true
O02842,A0285,R015,Outbound,Closed Lost,7900.0,2024-03-12,2024-04-25,2024-Q2,false,true
O02843,A0452,R002,Inbound,Closed Lost,12300.0,2024-03-29,2024-05-13,2024-Q2,false,true
O02844,A0188,R002,Inbound,Closed Lost,11400.0,2024-06-21,2024-07-23,2024-Q3,false,true
O02845,A0274,R005,Event,Closed Lost,6300.0,2025-05-23,2025-06-16,2025-Q2,false,true
O02846,A0202,R021,Referral,Closed Lost,6800.0,2025-02-02,2025-03-24,2025-Q1,false,true
O02847,A0170,R020,Event,Closed Lost,198300.0,2024-10-27,2025-06-11,2025-Q2,false,true
O02848,A0141,R015,Inbound,Closed Lost,3600.0,2025-07-26,2025-09-14,2025-Q3,false,true
O02849,A0529,R020,Inbound,Closed Lost,288900.0,2024-09-29,2025-01-13,2025-Q1,false,true
O02850,A0348,R009,Partner,Closed Won,12400.0,2025-05-27,2025-07-01,2025-Q3,true,true
O02851,A0275,R008,Event,Closed Won,13900.0,2024-04-03,2024-05-12,2024-Q2,true,true
O02852,A0017,R017,Inbound,Closed Won,232600.0,2025-08-18,2026-01-11,2026-Q1,true,true
O02853,A0501,R023,Outbound,Negotiation,63700.0,2025-10-12,,2025-Q4,,false
O02854,A0283,R009,Outbound,Closed Lost,8900.0,2025-04-13,2025-04-30,2025-Q2,false,true
O02855,A0463,R023,Outbound,Closed Lost,33900.0,2024-12-25,2025-04-02,2025-Q2,false,true
O02856,A0398,R009,Event,Closed Lost,16900.0,2025-02-17,2025-04-07,2025-Q2,false,true
O02857,A0377,R024,Outbound,Closed Lost,4300.0,2024-10-31,2024-12-28,2024-Q4,false,true
O02858,A0585,R001,Inbound,Closed Lost,46100.0,2024-03-02,2024-05-05,2024-Q2,false,true
O02859,A0113,R017,Partner,Closed Lost,187000.0,2025-06-13,2025-11-28,2025-Q4,false,true
O02860,A0576,R020,Partner,Closed Lost,392400.0,2024-01-21,2024-07-03,2024-Q3,false,true
O02861,A0439,R017,Inbound,Closed Lost,152900.0,2024-12-11,2025-03-20,2025-Q1,false,true
O02862,A0436,R022,Partner,Closed Lost,6200.0,2025-06-05,2025-07-04,2025-Q3,false,true
O02863,A0217,R002,Inbound,Closed Lost,13500.0,2025-02-18,2025-04-03,2025-Q2,false,true
O02864,A0139,R008,Referral,Closed Lost,9200.0,2024-07-06,2024-08-15,2024-Q3,false,true
O02865,A0288,R017,Outbound,Closed Lost,326800.0,2025-09-21,2025-12-24,2025-Q4,false,true
O02866,A0224,R016,Outbound,Closed Lost,42000.0,2024-12-03,2025-01-22,2025-Q1,false,true
O02867,A0210,R007,Outbound,Closed Lost,61200.0,2025-11-27,2026-02-01,2026-Q1,false,true
O02868,A0494,R013,Event,Closed Lost,67500.0,2024-01-25,2024-04-19,2024-Q2,false,true
O02869,A0310,R022,Inbound,Closed Lost,15400.0,2024-05-21,2024-06-12,2024-Q2,false,true
O02870,A0575,R015,Outbound,Closed Lost,16000.0,2024-03-20,2024-05-07,2024-Q2,false,true
O02871,A0417,R013,Outbound,Closed Lost,70000.0,2024-07-29,2024-10-05,2024-Q4,false,true
O02872,A0167,R017,Inbound,Closed Lost,381900.0,2025-04-30,2025-09-16,2025-Q3,false,true
O02873,A0522,R022,Referral,Closed Lost,17900.0,2024-03-23,2024-05-19,2024-Q2,false,true
O02874,A0503,R005,Event,Closed Lost,9300.0,2025-07-29,2025-08-21,2025-Q3,false,true
O02875,A0209,R009,Inbound,Closed Lost,9900.0,2025-04-19,2025-05-08,2025-Q2,false,true
O02876,A0434,R007,Inbound,Closed Lost,28600.0,2025-09-17,2025-12-04,2025-Q4,false,true
O02877,A0212,R019,Event,Closed Won,78300.0,2025-07-02,2025-09-15,2025-Q3,true,true
O02878,A0335,R007,Outbound,Closed Lost,25000.0,2025-10-17,2025-12-03,2025-Q4,false,true
O02879,A0429,R018,Inbound,Closed Won,12000.0,2024-01-28,2024-03-06,2024-Q1,true,true
O02880,A0552,R014,Outbound,Closed Lost,40800.0,2024-07-13,2024-08-27,2024-Q3,false,true
O02881,A0279,R009,Event,Closed Won,14100.0,2025-07-28,2025-09-12,2025-Q3,true,true
O02882,A0056,R017,Referral,Qualification,229100.0,2025-11-25,,2025-Q4,,false
O02883,A0396,R020,Outbound,Proposal,292300.0,2025-10-18,,2025-Q4,,false
O02884,A0054,R003,Partner,Closed Lost,72700.0,2025-01-23,2025-04-10,2025-Q2,false,true
O02885,A0146,R023,Outbound,Closed Won,38400.0,2025-06-07,2025-08-02,2025-Q3,true,true
